Code,Department,Procedure,Trunk Description,Branch Description,Stem Description,Stem Child Description,Code Description (Leaf)
97803,Anesthesia,Medical Nutrition Therapy Procedures,,,,,MEDICAL NUTRITION RE-ASSMT&IVNTJ INDIV EA 15 M
97804,Anesthesia,Medical Nutrition Therapy Procedures,,,,,MEDICAL NUTRITION THERAPY GRP2/ INDIV EA 30 MI
97810,Anesthesia,Acupuncture Procedures,,,,,ACUPUNCTURE 1/> NDLS W/O ESTIM 1ST 15 MIN
97811,Anesthesia,Acupuncture Procedures,,,,,ACUPUNCTURE 1/> NDLS W/O ESTIM EACH ADDL 15 MIN
97813,Anesthesia,Acupuncture Procedures,,,,,ACUPUNCTURE 1/> NDLS W/ESTIM 1ST 15 MIN
97814,Anesthesia,Acupuncture Procedures,,,,,ACUPUNCTURE 1/> NDLS W/ESTIM EACH ADDL 15 MIN
98000,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT NEW SF MDM 15 MIN
98001,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT NEW LOW MDM 30 MIN
98002,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT NEW MOD MDM 45 MIN
98003,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-VIDEO VST NEW HIGH MDM 60 MIN
98004,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT EST SF MDM 10 MIN
98005,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT EST LOW MDM 20 MIN
98006,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-VIDEO VISIT EST MOD MDM 30 MIN
98007,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio and Video Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-VIDEO VST EST HIGH MDM 40 MIN
98008,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT NEW SF MDM 15 MIN
98009,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT NEW LOW MDM 30 MIN
98010,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT NEW MOD MDM 45 MIN
98011,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,New Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT NEW HIGH MDM 60 MIN
98012,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT EST SF MDM 10 MIN
98013,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT EST LOW MDM 20 MIN
98014,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT EST MOD MDM 30 MIN
98015,Anesthesia,Telemedicine Evaluation and Management Services,Synchronous Audio Only Evaluation and Management Services,Established Patient,,,SYNCHRONOUS AUDIO-ONLY VISIT EST HIGH MDM 40 MIN
98016,Anesthesia,Telemedicine Evaluation and Management Services,"Brief Synchronous Communication Technology Evaluation and Management Service (eg, Virtual Check-In)",,,,BRIEF COMMUNICATION TECH-BSD SVC EST PT 5-10 MIN
98925,Anesthesia,Osteopathic Manipulative Treatment Procedures,,,,,OSTEOPATHIC MANIPULATIVE TX 1-2 BODY REGIONS
98926,Anesthesia,Osteopathic Manipulative Treatment Procedures,,,,,OSTEOPATHIC MANIPULATIVE TX 3-4 BODY REGIONS
98927,Anesthesia,Osteopathic Manipulative Treatment Procedures,,,,,OSTEOPATHIC MANIPULATIVE TX 5-6 BODY REGIONS
98928,Anesthesia,Osteopathic Manipulative Treatment Procedures,,,,,OSTEOPATHIC MANIPULATIVE TX 7-8 BODY REGIONS
98929,Anesthesia,Osteopathic Manipulative Treatment Procedures,,,,,OSTEOPATHIC MANIPULATIVE TX 9-10 BODY REGIONS
98940,Anesthesia,Chiropractic Manipulative Treatment Procedures,,,,,CHIROPRACTIC MANIPULATIVE TX SPINAL 1-2 REGIONS
98941,Anesthesia,Chiropractic Manipulative Treatment Procedures,,,,,CHIROPRACTIC MANIPULATIVE TX SPINAL 3-4 REGIONS
98942,Anesthesia,Chiropractic Manipulative Treatment Procedures,,,,,CHIROPRACTIC MANIPULATIVE TX SPINAL 5 REGIONS
98943,Anesthesia,Chiropractic Manipulative Treatment Procedures,,,,,CHIROPRACTIC MANIPLTV TX EXTRASPINAL 1/> REGION
98960,Anesthesia,Education and Training for Patient Self-Management,,,,,EDUCATION&TRAINING SELF-MGMT NONPHYS 1 PT
98961,Anesthesia,Education and Training for Patient Self-Management,,,,,EDUCATION&TRAINING SELF-MGMT NONPHYS 2-4 PTS
98962,Anesthesia,Education and Training for Patient Self-Management,,,,,EDUCATION&TRAINING SELF-MGMT NONPHYS 5-8 PTS
98966,Anesthesia,Non-Face-to-Face Nonphysician Services,Non-Face-to-Face Nonphysician Telephone Services,,,,TELEPHONE ASSMT&MGMT SVC NQHP EST PT 5-10 MIN
98967,Anesthesia,Non-Face-to-Face Nonphysician Services,Non-Face-to-Face Nonphysician Telephone Services,,,,TELEPHONE ASSMT&MGMT SVC NQHP EST PT 11-20 MIN
98968,Anesthesia,Non-Face-to-Face Nonphysician Services,Non-Face-to-Face Nonphysician Telephone Services,,,,TELEPHONE ASSMT&MGMT SVC NQHP EST PT 21-30 MIN
98969,Anesthesia,Non-Face-to-Face Nonphysician Services,,,,,NONPHYSICIAN ONLINE ASSESSMENT AND MANAGEMENT
98970,Anesthesia,Non-Face-to-Face Nonphysician Services,Online Digital Assessment and Management Service by Qualified Nonphysician Health Care Professional,,,,NQHP OL DIGITAL ASSMT&MGMT EST PT <7 D 5-10 MIN
98971,Anesthesia,Non-Face-to-Face Nonphysician Services,Online Digital Assessment and Management Service by Qualified Nonphysician Health Care Professional,,,,NQHP OL DIGITAL ASSMT&MGMT EST PT <7 D 11-20 MIN
98972,Anesthesia,Non-Face-to-Face Nonphysician Services,Online Digital Assessment and Management Service by Qualified Nonphysician Health Care Professional,,,,NQHP OL DIGITAL ASSMT&MGMT EST PT <7 D 21+ MIN
98975,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Services,,,,REMOTE THERAPEUTIC MNTR 1ST SET-UP&PT EDUCAJ EQP
98976,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Services,,,,REM THER MNTR DEV SPLY DATA RESPIR SYS EA 30 D
98977,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Services,,,,REM THER MNTR DEV SPLY DATA MUSCSKEL SYS EA 30 D
98978,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Services,,,,REM THER MNTR DEV SPLY DATA COG BHV THER EA 30 D
98980,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Treatment Management Services,,,,REMOTE THER MNTR TX MGMT PHYS/QHP 1ST 20 MIN
98981,Anesthesia,Non-Face-to-Face Nonphysician Services,Remote Therapeutic Monitoring Treatment Management Services,,,,REMOTE THER MNTR TX MGMT PHYS/QHP EA ADDL 20 MIN
99000,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,HANDLG&/OR CONVEY OF SPEC FOR TR OFFICE TO LAB
99001,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,HANDLG&/OR CONVEY OF SPEC FOR TR FROM PT TO LAB
99002,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,HANDLE/CONVEY/ANY OTH SVC DEVICE FIT PHYS/QHP
99024,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,POSTOP FOLLOW UP VISIT RELATED TO ORIGINAL PX
99025,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,INIT VISIT WHEN (*) SURG PROC = MAJ SRVC @ VISIT
99026,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,HOSPITAL MANDATED CALL SERVICE IN-HOSPITAL EA HR
99027,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,HOSPITAL MANDATED CALL SVC OUT-OF-HOSPITAL EA HR
99050,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SERVICES PROVIDED OFFICE OTH/THN REG SCHED HOURS
99051,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SVC PRV OFFICE REG SCHEDD EVN WKEND/HOLIDAY HRS
99052,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SRVC REQUEST BETWEEN 10 PM & 8 AM ADD TO BASIC
99053,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SERVICES PROVIDED BTW 10 PM&8 AM AT 24-HR FACI
99054,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SRVC REQUEST SUN&HOLIDAYS ADDITION BASIC SERVICE
99056,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SVC TYPICAL PRV OFFICE PRV OUT OFFICE REQUEST PT
99058,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SVC PRV EMER BASIS IN OFFICE DISRUPTING SVCS
99060,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SVC PRV EMER OUT OFFICE DISRUPTS OFFICE SVC
99070,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SUPPLIES&MATERIALS ABOVE/BEYOND PROV BY PHYS/QHP
99071,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,EDUCATIONAL SUPPLIES PRV BY THE PHYS AT COST
99072,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,ADDL SUPL MATRL&STAF TM DRG PHE RES-TR NFCT DS
99075,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,MEDICAL TESTIMONY
99078,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,PHYS/QHP EDUCATION SVCS RENDERED PTS GRP SETTING
99080,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,SPEC REPORTS > USUAL MED COMUNICAJ/STAND RPRTG
99082,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,UNUSUAL TRAVEL
99090,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,ANALYSIS CLINICAL DATA STORED IN COMPUTERS
99091,Anesthesia,"Special Services, Procedures and Reports ",Miscellaneous Medicine Services,,,,COLLJ&INTERPJ PHYS/QHP PHYSIO COMPUTR DATA 30 MI
99100,Anesthesia,Qualifying Circumstances for Anesthesia,,,,,ANESTHESIA EXTREME AGE PATIENT<1 YR&>70
99116,Anesthesia,Qualifying Circumstances for Anesthesia,,,,,ANES COMPLICJ UTILIZATION TOTAL BODY HYPOTHERMIA
99135,Anesthesia,Qualifying Circumstances for Anesthesia,,,,,ANES COMPLICJ UTILIZATION CONTROLLED HYPOTENSION
99140,Anesthesia,Qualifying Circumstances for Anesthesia,,,,,ANES COMPLICJ EMERGENCY CONDITIONS SPECIFY
99141,Anesthesia,,,,,,SEDATION W/WO ANALG; INTRAVENOUS IM/INHALATION
99142,Anesthesia,,,,,,SEDATION W/WO ANALG; ORAL RECTAL &OR INTRANASAL
99143,Anesthesia,,,,,,MODERATE SEDATJ SAME PHYS/QHP <5 YRS INIT 30 MIN
99144,Anesthesia,,,,,,MODERATE SEDATJ SAME PHYS/QHP 5/>YRS INIT 30 MIN
99145,Anesthesia,,,,,,MODERATE SEDATJ SAME PHYS/QHP EACH ADDL 15 MIN
99148,Anesthesia,,,,,,MOD SEDATJ DIFF PHYS/QHP <5 YRS INIT 30 MIN
99149,Anesthesia,,,,,,MODERATE SEDATJ DIFF PHYS/QHP 5/>YRS INIT 30 MIN
99150,Anesthesia,,,,,,MODERATE SEDATJ DIFF PHYS/QHP EA ADDL 15 MIN
99151,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED SAME PHYS/QHP INITIAL 15 MINS <5 YRS
99152,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS
99153,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED SAME PHYS/QHP EACH ADDL 15 MINS
99155,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED OTHER PHYS/QHP INITIAL 15 MINS <5 YRS
99156,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS
99157,Anesthesia,Moderate (Conscious) Sedation,,,,,MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS
99170,Anesthesia,Other Medicine Services and Procedures,,,,,ANOGENITAL XM W/COLPOSCOPY CHILD/SUSPECT TRAUMA
99172,Anesthesia,Other Medicine Services and Procedures,,,,,VISUAL FUNCT SCRNG AUTO SEMI-AUTO BI QUAN DETERM
99173,Anesthesia,Other Medicine Services and Procedures,,,,,SCREENING TEST VISUAL ACUITY QUANTITATIVE BILAT
99174,Anesthesia,Other Medicine Services and Procedures,,,,,INSTRUMENT BASED OCULAR SCREENING BILATERAL
99175,Anesthesia,Other Medicine Services and Procedures,,,,,IPECAC/SIMILAR ADMN EMESIS&OBS STOMACH EMPTIED
99177,Anesthesia,Other Medicine Services and Procedures,,,,,INSTRUMENT BASED OCULAR SCR BI W/ONSITE ANALYSIS
99183,Anesthesia,Other Medicine Services and Procedures,,,,,PHYS/QHP ATTN&SUPVJ HYPRBARIC OXYGEN TX/SESSION
99184,Anesthesia,Other Medicine Services and Procedures,,,,,INITIAT SELECTIVE HEAD/BODY HYPOTHERMIA NEONATE
99185,Anesthesia,Other Medicine Services and Procedures,,,,,HYPOTHMIA REGIONAL
99186,Anesthesia,Other Medicine Services and Procedures,,,,,HYPOTHMIA TOT BDY
99188,Anesthesia,Other Medicine Services and Procedures,,,,,APPLICATION TOPICAL FLUORIDE VARNISH BY PHS/QHP
99190,Anesthesia,Other Medicine Services and Procedures,,,,,ASSEMBLY&OPERJ PUMP OXYGENATOR/HEAT EXCH EA HR
99191,Anesthesia,Other Medicine Services and Procedures,,,,,ASSEMBLY&OPERJ PUMP OXYGENATOR/HEAT EXCH 45 MI
99192,Anesthesia,Other Medicine Services and Procedures,,,,,ASSEMBLY&OPERJ PUMP OXYGENATOR/HEAT EXCH 30 MI
99195,Anesthesia,Other Medicine Services and Procedures,,,,,PHLEBOTOMY THERAPEUTIC SEPARATE PROCEDURE
99199,Anesthesia,Other Medicine Services and Procedures,,,,,UNLISTED SPECIAL SERVICE PROCEDURE/REPORT
99201,Anesthesia,,,,,,OFFICE OUTPATIENT NEW 10 MINUTES
99202,Anesthesia,Office or Other Outpatient Services,New Patient,,,,OFFICE/OUTPATIENT NEW SF MDM 15 MINUTES
99203,Anesthesia,Office or Other Outpatient Services,New Patient,,,,OFFICE/OUTPATIENT NEW LOW MDM 30 MINUTES
99204,Anesthesia,Office or Other Outpatient Services,New Patient,,,,OFFICE/OUTPATIENT NEW MODERATE MDM 45 MINUTES
99205,Anesthesia,Office or Other Outpatient Services,New Patient,,,,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES
99211,Anesthesia,Office or Other Outpatient Services,Established Patient,,,,OFFICE/OUTPATIENT EST PT MAY NOT REQ PHYS/QHP
99212,Anesthesia,Office or Other Outpatient Services,Established Patient,,,,OFFICE/OUTPATIENT ESTABLISHED SF MDM 10 MIN
99213,Anesthesia,Office or Other Outpatient Services,Established Patient,,,,OFFICE/OUTPATIENT ESTABLISHED LOW MDM 20 MIN
99214,Anesthesia,Office or Other Outpatient Services,Established Patient,,,,OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30 MIN
99215,Anesthesia,Office or Other Outpatient Services,Established Patient,,,,OFFICE/OUTPATIENT ESTABLISHED HIGH MDM 40 MIN
99217,Anesthesia,,,,,,OBSERVATION CARE DISCHARGE MANAGEMENT
99218,Anesthesia,,,,,,INITIAL OBSERVATION CARE/DAY 30 MINUTES
99219,Anesthesia,,,,,,INITIAL OBSERVATION CARE/DAY 50 MINUTES
99220,Anesthesia,,,,,,INITIAL OBSERVATION CARE/DAY 70 MINUTES
99221,Anesthesia,Hospital Inpatient and Observation Care Services,Initial Hospital Inpatient or Observation Care,New or Established Patient,,,INITIAL HOSPITAL CARE/DAY 30 MINUTES
99222,Anesthesia,Hospital Inpatient and Observation Care Services,Initial Hospital Inpatient or Observation Care,New or Established Patient,,,INITIAL HOSPITAL CARE/DAY 50 MINUTES
99223,Anesthesia,Hospital Inpatient and Observation Care Services,Initial Hospital Inpatient or Observation Care,New or Established Patient,,,INITIAL HOSPITAL CARE/DAY 70 MINUTES
99224,Anesthesia,Hospital Inpatient and Observation Care Services,,,,,SBSQ OBSERVATION CARE/DAY 15 MINUTES
99225,Anesthesia,Hospital Inpatient and Observation Care Services,,,,,SBSQ OBSERVATION CARE/DAY 25 MINUTES
99226,Anesthesia,Hospital Inpatient and Observation Care Services,,,,,SBSQ OBSERVATION CARE/DAY 35 MINUTES
99231,Anesthesia,Hospital Inpatient and Observation Care Services,Subsequent Hospital Inpatient or Observation Care,,,,SBSQ HOSPITAL IP/OBS CARE SF/LOW MDM 25 MINUTES
99232,Anesthesia,Hospital Inpatient and Observation Care Services,Subsequent Hospital Inpatient or Observation Care,,,,SBSQ HOSPITAL IP/OBS CARE MOD MDM 35 MINUTES
99233,Anesthesia,Hospital Inpatient and Observation Care Services,Subsequent Hospital Inpatient or Observation Care,,,,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES
99234,Anesthesia,Hospital Inpatient and Observation Care Services,Hospital Inpatient or Observation Care Services (Including Admission and Discharge Services),,,,OBSERVATION/INPATIENT HOSPITAL CARE 40 MINUTES
99235,Anesthesia,Hospital Inpatient and Observation Care Services,Hospital Inpatient or Observation Care Services (Including Admission and Discharge Services),,,,OBSERVATION/INPATIENT HOSPITAL CARE 50 MINUTES
99236,Anesthesia,Hospital Inpatient and Observation Care Services,Hospital Inpatient or Observation Care Services (Including Admission and Discharge Services),,,,OBSERVATION/INPATIENT HOSPITAL CARE 55 MINUTES
99238,Anesthesia,Hospital Inpatient and Observation Care Services,Hospital Inpatient or Observation Discharge Services,,,,HOSPITAL IP/OBS DISCHARGE DAY MGMT 30 MIN/<
